jmpst;Station_name;Lat_fixed;Long_fixed;myear;sdate;stime;rlabo;seqno;subno;speci;latitude;longitude;latdg;latmi;latmf;londg;lonmi;lonmf;inorb;noinp;lnmin;lnmax;lnmea;lnstd;wtmin;wtmax;wtmea;wtstd;shlwtx;tiswtx;qeorw;cmnt1.x;cmnt2.x;cmnt3.x;cmnt4.x;cmnt5.x
56A;Kvalnes, Mid Sørfjord;60,22050; 6,602000;2005;20050921;NA;NIVA;  560;1;MYTI EDU;NA;NA;60;13;231; 6;36;120;B;100;20;30;26,10; 2,50;NA;NA;NA;NA; 79,15;NA;E;NA;NA;NA;NA;NA
56A;Kvalnes, Mid Sørfjord;60,22050; 6,602000;2005;20050921;NA;NIVA;  560;2;MYTI EDU;NA;NA;60;13;231; 6;36;120;B; 50;30;39;35,30; 2,70;NA;NA;NA;NA;101,00;NA;E;NA;NA;NA;NA;NA
56A;Kvalnes, Mid Sørfjord;60,22050; 6,602000;2005;20050921;NA;NIVA;  560;3;MYTI EDU;NA;NA;60;13;231; 6;36;120;B; 50;40;49;44,00; 2,70;NA;NA;NA;NA;152,00;NA;E;NA;NA;NA;NA;NA
57A;Krossanes, Outer Sørfjord;60,38707; 6,689524;2005;20050921;NA;NIVA;  570;1;MYTI EDU;NA;NA;60;23;234; 6;41;340;B;100;20;29;25,10; 2,30;NA;NA;NA;NA; 98,59;NA;E;NA;NA;NA;NA;NA
57A;Krossanes, Outer Sørfjord;60,38707; 6,689524;2005;20050921;NA;NIVA;  570;2;MYTI EDU;NA;NA;60;23;234; 6;41;340;B; 50;30;39;34,50; 2,10;NA;NA;NA;NA;118,80;NA;E;NA;NA;NA;NA;NA
57A;Krossanes, Outer Sørfjord;60,38707; 6,689524;2005;20050921;NA;NIVA;  570;3;MYTI EDU;NA;NA;60;23;234; 6;41;340;B; 50;40;49;44,70; 2,50;NA;NA;NA;NA;212,00;NA;E;NA;NA;NA;NA;NA
61A;NA;NA;NA;2005;20050922;NA;NIVA;  610;1;MYTI EDU;60,42; 6,40;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62A;NA;NA;NA;2005;20050922;NA;NIVA;  620;1;MYTI EDU;60,43; 6,41;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
63A;Ranaskjer, Ålvik, Hardangerfjord;60,42096; 6,405020;2005;20050922;NA;NIVA;  630;1;MYTI EDU;NA;NA;60;25;251; 6;24;315;B;100;20;29;26,00; 2,50;NA;NA;NA;NA; 83,84;NA;E;NA;NA;NA;NA;NA
63A;Ranaskjer, Ålvik, Hardangerfjord;60,42096; 6,405020;2005;20050922;NA;NIVA;  630;2;MYTI EDU;NA;NA;60;25;251; 6;24;315;B; 50;30;39;35,50; 2,70;NA;NA;NA;NA; 97,23;NA;E;NA;NA;NA;NA;NA
63A;Ranaskjer, Ålvik, Hardangerfjord;60,42096; 6,405020;2005;20050922;NA;NIVA;  630;3;MYTI EDU;NA;NA;60;25;251; 6;24;315;B; 50;40;49;44,30; 2,60;NA;NA;NA;NA;188,30;NA;E;NA;NA;NA;NA;NA
65A;Vikingneset, Mid Hardangerfjord;60,24233; 6,152667;2005;20050923;NA;NIVA;  650;1;MYTI EDU;NA;NA;60;14;543; 6; 9;158;B;100;20;29;24,90; 2,50;NA;NA;NA;NA;109,50;NA;E;NA;NA;NA;NA;NA
65A;Vikingneset, Mid Hardangerfjord;60,24233; 6,152667;2005;20050923;NA;NIVA;  650;2;MYTI EDU;NA;NA;60;14;543; 6; 9;158;B; 50;30;39;35,80; 2,50;NA;NA;NA;NA;172,10;NA;E;NA;NA;NA;NA;NA
65A;Vikingneset, Mid Hardangerfjord;60,24233; 6,152667;2005;20050923;NA;NIVA;  650;3;MYTI EDU;NA;NA;60;14;543; 6; 9;158;B; 50;40;49;44,50; 1,90;NA;NA;NA;NA;329,50;NA;E;NA;NA;NA;NA;NA
69A;Terøya, Outer Hardangerfjord;59,98400; 5,754500;2005;20050923;NA;NIVA;  690;1;MYTI EDU;NA;NA;59;59; 40; 5;45;267;B;100;20;29;24,90; 2,80;NA;NA;NA;NA; 53,81;NA;E;NA;NA;NA;NA;NA
69A;Terøya, Outer Hardangerfjord;59,98400; 5,754500;2005;20050923;NA;NIVA;  690;2;MYTI EDU;NA;NA;59;59; 40; 5;45;267;B; 50;30;39;35,30; 2,70;NA;NA;NA;NA; 80,26;NA;E;NA;NA;NA;NA;NA
69A;Terøya, Outer Hardangerfjord;59,98400; 5,754500;2005;20050923;NA;NIVA;  690;3;MYTI EDU;NA;NA;59;59; 40; 5;45;267;B; 50;40;49;45,50; 2,30;NA;NA;NA;NA;165,80;NA;E;NA;NA;NA;NA;NA
71A;Bjørkøya, Langesundfjord;59,02333; 9,753667;2005;20051012;NA;NIVA;  710;1;MYTI EDU;NA;NA;59; 1;400; 9;45;221;B; 50;20;29;24,30; 2,70;NA;NA;NA;NA; 44,11;NA;E;NA;NA;NA;NA;NA
71A;Bjørkøya, Langesundfjord;59,02333; 9,753667;2005;20051012;NA;NIVA;  710;2;MYTI EDU;NA;NA;59; 1;400; 9;45;221;B; 50;30;39;34,40; 3,10;NA;NA;NA;NA;126,00;NA;E;NA;NA;NA;NA;NA
71A;Bjørkøya, Langesundfjord;59,02333; 9,753667;2005;20051012;NA;NIVA;  710;3;MYTI EDU;NA;NA;59; 1;400; 9;45;221;B; 50;40;49;45,50; 2,60;NA;NA;NA;NA;254,80;NA;E;NA;NA;NA;NA;NA
76A;Risøya, Risør;58,73270; 9,281040;2005;20051017;NA;NIVA;  760;1;MYTI EDU;NA;NA;58;43;846; 9;16;324;B; 99;20;29;25,30; 2,60;NA;NA;NA;NA; 98,63;NA;E;NA;NA;NA;NA;NA
76A;Risøya, Risør;58,73270; 9,281040;2005;20051017;NA;NIVA;  760;2;MYTI EDU;NA;NA;58;43;846; 9;16;324;B;100;30;39;34,50; 2,90;NA;NA;NA;NA;253,20;NA;E;NA;NA;NA;NA;NA
76A;Risøya, Risør;58,73270; 9,281040;2005;20051017;NA;NIVA;  760;3;MYTI EDU;NA;NA;58;43;846; 9;16;324;B; 50;40;49;44,60; 2,80;NA;NA;NA;NA;296,30;NA;E;NA;NA;NA;NA;NA
82A;NA;NA;NA;2005;20050830;NA;NIVA;  820;1;MYTI EDU;NA;NA;63;27; 36;10;12;147;B;100;20;29;25,90; 2,30;NA;NA;NA;NA;150,10;NA;E;NA;NA;NA;NA;NA
82A;NA;NA;NA;2005;20050830;NA;NIVA;  820;2;MYTI EDU;NA;NA;63;27; 36;10;12;147;B; 50;31;39;35,70; 2,60;NA;NA;NA;NA;220,10;NA;E;NA;NA;NA;NA;NA
82A;NA;NA;NA;2005;20050830;NA;NIVA;  820;3;MYTI EDU;NA;NA;63;27; 36;10;12;147;B; 48;40;47;43,00; 2,10;NA;NA;NA;NA;360,30;NA;E;NA;NA;NA;NA;NA
84A;NA;NA;NA;2005;20050830;NA;NIVA;  840;1;MYTI EDU;NA;NA;63;20;789; 9;57;434;B;100;20;29;25,20; 2,80;NA;NA;NA;NA;125,40;NA;E;NA;NA;NA;NA;NA
84A;NA;NA;NA;2005;20050830;NA;NIVA;  840;2;MYTI EDU;NA;NA;63;20;789; 9;57;434;B; 50;30;39;35,90; 2,30;NA;NA;NA;NA;188,00;NA;E;NA;NA;NA;NA;NA
84A;NA;NA;NA;2005;20050830;NA;NIVA;  840;3;MYTI EDU;NA;NA;63;20;789; 9;57;434;B; 50;40;49;42,30; 2,30;NA;NA;NA;NA;179,90;NA;E;NA;NA;NA;NA;NA
87A;NA;NA;NA;2005;20050830;NA;NIVA;  870;1;MYTI EDU;NA;NA;63;27;707; 9;54;430;B;100;20;29;26,20; 2,30;NA;NA;NA;NA;134,40;NA;E;NA;NA;NA;NA;NA
87A;NA;NA;NA;2005;20050830;NA;NIVA;  870;2;MYTI EDU;NA;NA;63;27;707; 9;54;430;B; 50;30;39;34,20; 2,50;NA;NA;NA;NA;169,50;NA;E;NA;NA;NA;NA;NA
87A;NA;NA;NA;2005;20050830;NA;NIVA;  870;3;MYTI EDU;NA;NA;63;27;707; 9;54;430;B; 95;30;39;32,60; 2,20;NA;NA;NA;NA;253,70;NA;E;NA;NA;NA;NA;NA
91A;NA;NA;NA;2005;20050831;NA;NIVA;  910;1;MYTI EDU;NA;NA;63;21;161; 8; 9;433;B;100;20;29;24,70; 2,60;NA;NA;NA;NA; 73,19;NA;E;NA;NA;NA;NA;NA
91A;NA;NA;NA;2005;20050831;NA;NIVA;  910;2;MYTI EDU;NA;NA;63;21;161; 8; 9;433;B; 50;30;39;35,40; 2,90;NA;NA;NA;NA; 96,38;NA;E;NA;NA;NA;NA;NA
91A;NA;NA;NA;2005;20050831;NA;NIVA;  910;3;MYTI EDU;NA;NA;63;21;161; 8; 9;433;B; 50;40;49;43,80; 2,90;NA;NA;NA;NA;213,20;NA;E;NA;NA;NA;NA;NA
92A2;NA;NA;NA;2005;20050829;NA;NIVA;  920;1;MYTI EDU;NA;NA;64; 3;870;10; 2;230;B;100;20;29;25,00; 2,60;NA;NA;NA;NA; 77,70;NA;E;NA;NA;NA;NA;NA
92A2;NA;NA;NA;2005;20050829;NA;NIVA;  920;2;MYTI EDU;NA;NA;64; 3;870;10; 2;230;B; 50;30;39;34,90; 3,00;NA;NA;NA;NA; 93,66;NA;E;NA;NA;NA;NA;NA
92A2;NA;NA;NA;2005;20050829;NA;NIVA;  920;3;MYTI EDU;NA;NA;64; 3;870;10; 2;230;B; 50;40;49;44,20; 2,80;NA;NA;NA;NA;168,50;NA;E;NA;NA;NA;NA;NA
93A;NA;NA;NA;2005;20050829;NA;NIVA;  930;1;MYTI EDU;NA;NA;64;23;680;10;29;  0;B;100;20;29;25,60; 2,50;NA;NA;NA;NA; 73,20;NA;E;NA;NA;NA;NA;NA
93A;NA;NA;NA;2005;20050829;NA;NIVA;  930;2;MYTI EDU;NA;NA;64;23;680;10;29;  0;B; 50;30;39;34,00; 2,80;NA;NA;NA;NA; 88,13;NA;E;NA;NA;NA;NA;NA
93A;NA;NA;NA;2005;20050829;NA;NIVA;  930;3;MYTI EDU;NA;NA;64;23;680;10;29;  0;B; 50;40;49;44,40; 3,20;NA;NA;NA;NA;173,20;NA;E;NA;NA;NA;NA;NA
94A;NA;NA;NA;2005;20050827;NA;NIVA;  940;1;MYTI EDU;NA;NA;65;38;571;12; 0;461;B;100;21;29;25,40; 2,30;NA;NA;NA;NA; 46,95;NA;E;NA;NA;NA;NA;NA
94A;NA;NA;NA;2005;20050827;NA;NIVA;  940;2;MYTI EDU;NA;NA;65;38;571;12; 0;461;B; 50;30;39;34,70; 2,80;NA;NA;NA;NA; 69,38;NA;E;NA;NA;NA;NA;NA
94A;NA;NA;NA;2005;20050827;NA;NIVA;  940;3;MYTI EDU;NA;NA;65;38;571;12; 0;461;B; 50;40;49;43,70; 2,70;NA;NA;NA;NA;158,40;NA;E;NA;NA;NA;NA;NA
95A;NA;NA;NA;2005;20050825;NA;NIVA;  950;1;MYTI EDU;NA;NA;66;42;789;13;14;243;B;100;20;29;24,90; 2,50;NA;NA;NA;NA; 69,35;NA;E;NA;NA;NA;NA;NA
95A;NA;NA;NA;2005;20050825;NA;NIVA;  950;2;MYTI EDU;NA;NA;66;42;789;13;14;243;B; 50;30;39;36,10; 2,30;NA;NA;NA;NA;104,00;NA;E;NA;NA;NA;NA;NA
95A;NA;NA;NA;2005;20050825;NA;NIVA;  950;3;MYTI EDU;NA;NA;66;42;789;13;14;243;B; 50;40;49;43,20; 2,50;NA;NA;NA;NA;177,80;NA;E;NA;NA;NA;NA;NA
96A;NA;NA;NA;2005;20050825;NA;NIVA;  960;1;MYTI EDU;NA;NA;66;17;927;12;49;883;B;100;20;29;25,30; 2,40;NA;NA;NA;NA; 86,69;NA;E;NA;NA;NA;NA;NA
96A;NA;NA;NA;2005;20050825;NA;NIVA;  960;2;MYTI EDU;NA;NA;66;17;927;12;49;883;B; 50;30;39;33,90; 2,70;NA;NA;NA;NA;101,90;NA;E;NA;NA;NA;NA;NA
96A;NA;NA;NA;2005;20050825;NA;NIVA;  960;3;MYTI EDU;NA;NA;66;17;927;12;49;883;B; 50;40;49;44,30; 2,80;NA;NA;NA;NA;217,40;NA;E;NA;NA;NA;NA;NA
97A;NA;NA;NA;2005;20050823;NA;NIVA;  970;1;MYTI EDU;NA;NA;67;39;882;14;44;570;B;100;20;29;24,60; 2,60;NA;NA;NA;NA; 87,91;NA;E;NA;NA;NA;NA;NA
97A;NA;NA;NA;2005;20050823;NA;NIVA;  970;2;MYTI EDU;NA;NA;67;39;882;14;44;570;B; 50;30;39;35,00; 2,80;NA;NA;NA;NA;105,20;NA;E;NA;NA;NA;NA;NA
97A;NA;NA;NA;2005;20050823;NA;NIVA;  970;3;MYTI EDU;NA;NA;67;39;882;14;44;570;B; 50;40;49;44,10; 2,40;NA;NA;NA;NA;213,10;NA;E;NA;NA;NA;NA;NA
98A2;Svolvær airport area;68,24917;14,662700;2005;20050822;NA;NIVA;  980;1;MYTI EDU;NA;NA;68;14;869;14;40;  6;B;100;20;29;24,50; 2,60;NA;NA;NA;NA; 86,27;NA;E;NA;NA;NA;NA;NA
98A2;Svolvær airport area;68,24917;14,662700;2005;20050822;NA;NIVA;  980;2;MYTI EDU;NA;NA;68;14;869;14;40;  6;B; 50;30;39;34,50; 3,00;NA;NA;NA;NA;114,40;NA;E;NA;NA;NA;NA;NA
98A2;Svolvær airport area;68,24917;14,662700;2005;20050822;NA;NIVA;  980;3;MYTI EDU;NA;NA;68;14;869;14;40;  6;B; 50;40;49;45,90; 2,60;NA;NA;NA;NA;288,60;NA;E;NA;NA;NA;NA;NA
99A;NA;NA;NA;2005;20050823;NA;NIVA;  990;1;MYTI EDU;NA;NA;68; 0;300;15; 5;600;B;100;20;29;25,00; 2,70;NA;NA;NA;NA; 74,66;NA;E;NA;NA;NA;NA;NA
99A;NA;NA;NA;2005;20050823;NA;NIVA;  990;2;MYTI EDU;NA;NA;68; 0;300;15; 5;600;B; 50;30;39;34,70; 2,90;NA;NA;NA;NA;101,70;NA;E;NA;NA;NA;NA;NA
99A;NA;NA;NA;2005;20050823;NA;NIVA;  990;3;MYTI EDU;NA;NA;68; 0;300;15; 5;600;B; 50;40;49;44,60; 2,50;NA;NA;NA;NA;255,20;NA;E;NA;NA;NA;NA;NA
I131A;Lastad, Søgne;58,05557; 7,708300;2005;20051117;NA;NIVA; 1310;1;MYTI EDU;NA;NA;58; 3;334; 7;42;518;B; 20;40;49;45,60; 2,50;NA;NA;NA;NA; 61,57;NA;E;NA;NA;NA;NA;NA
I131A;Lastad, Søgne;58,05557; 7,708300;2005;20051117;NA;NIVA; 1310;2;MYTI EDU;NA;NA;58; 3;334; 7;42;518;B; 20;40;49;45,80; 2,60;NA;NA;NA;NA; 57,10;NA;E;NA;NA;NA;NA;NA
I131A;Lastad, Søgne;58,05557; 7,708300;2005;20051117;NA;NIVA; 1310;3;MYTI EDU;NA;NA;58; 3;334; 7;42;518;B; 20;40;49;45,30; 2,70;NA;NA;NA;NA; 59,98;NA;E;NA;NA;NA;NA;NA
I132;NA;NA;NA;2005;20051117;NA;NIVA; 1320;1;MYTI EDU;NA;NA;58; 7;498; 7;59;327;B; 50;32;49;40,70; 5,20;NA;NA;NA;NA;212,60;NA;E;NA;NA;NA;NA;NA
I132;NA;NA;NA;2005;20051117;NA;NIVA; 1320;2;MYTI EDU;NA;NA;58; 7;498; 7;59;327;B; 50;32;49;40,70; 4,90;NA;NA;NA;NA;191,10;NA;E;NA;NA;NA;NA;NA
I132;NA;NA;NA;2005;20051117;NA;NIVA; 1320;3;MYTI EDU;NA;NA;58; 7;498; 7;59;327;B; 50;32;49;41,10; 5,20;NA;NA;NA;NA;211,30;NA;E;NA;NA;NA;NA;NA
I133;Odderøya, Kristiansand harbour;58,13167; 8,001667;2005;20051117;NA;NIVA; 1330;1;MYTI EDU;NA;NA;58; 7;902; 8; 0; 96;B; 48;30;49;39,10; 5,00;NA;NA;NA;NA;179,00;NA;E;NA;NA;NA;NA;NA
I133;Odderøya, Kristiansand harbour;58,13167; 8,001667;2005;20051117;NA;NIVA; 1330;2;MYTI EDU;NA;NA;58; 7;902; 8; 0; 96;B; 48;31;49;39,50; 4,60;NA;NA;NA;NA;177,80;NA;E;NA;NA;NA;NA;NA
I133;Odderøya, Kristiansand harbour;58,13167; 8,001667;2005;20051117;NA;NIVA; 1330;3;MYTI EDU;NA;NA;58; 7;902; 8; 0; 96;B; 48;31;49;39,50; 4,70;NA;NA;NA;NA;189,00;NA;E;NA;NA;NA;NA;NA
I201;NA;NA;NA;2005;20050927;NA;NIVA; 2010;1;MYTI EDU;NA;NA;59;38;650; 6;21;380;B; 20;30;48;40,50; 5,80;NA;NA;NA;NA; 44,19;NA;E;NA;NA;NA;NA;NA
I201;NA;NA;NA;2005;20050927;NA;NIVA; 2010;2;MYTI EDU;NA;NA;59;38;650; 6;21;380;B; 20;30;48;40,60; 5,30;NA;NA;NA;NA; 43,19;NA;E;NA;NA;NA;NA;NA
I201;NA;NA;NA;2005;20050927;NA;NIVA; 2010;3;MYTI EDU;NA;NA;59;38;650; 6;21;380;B; 20;30;48;40,60; 5,30;NA;NA;NA;NA; 46,15;NA;E;NA;NA;NA;NA;NA
I205;NA;NA;NA;2005;20050927;NA;NIVA; 2050;1;MYTI EDU;NA;NA;59;35;500; 6;18;300;B; 20;31;49;37,80; 4,50;NA;NA;NA;NA; 36,22;NA;E;NA;NA;NA;NA;NA
I205;NA;NA;NA;2005;20050927;NA;NIVA; 2050;2;MYTI EDU;NA;NA;59;35;500; 6;18;300;B; 20;31;47;37,50; 4,70;NA;NA;NA;NA; 35,24;NA;E;NA;NA;NA;NA;NA
I205;NA;NA;NA;2005;20050927;NA;NIVA; 2050;3;MYTI EDU;NA;NA;59;35;500; 6;18;300;B; 20;31;47;37,40; 4,30;NA;NA;NA;NA; 33,99;NA;E;NA;NA;NA;NA;NA
227A2;NA;NA;NA;2005;20050926;NA;NIVA; 2270;1;MYTI EDU;NA;NA;59;19;341; 5;19;127;B; 20;31;46;37,50; 4,70;NA;NA;NA;NA; 81,48;NA;E;NA;NA;NA;NA;NA
227A2;NA;NA;NA;2005;20050926;NA;NIVA; 2270;2;MYTI EDU;NA;NA;59;19;341; 5;19;127;B; 20;31;47;38,60; 5,00;NA;NA;NA;NA; 76,41;NA;E;NA;NA;NA;NA;NA
I241;Nordnes, Bergen harbour;60,40077; 5,303955;2005;20051207;NA;NIVA; 2410;1;MYTI EDU;NA;NA;60;24; 36; 5;18; 96;B; 20;41;60;49,30; 5,90;NA;NA;NA;NA;137,10;NA;E;NA;NA;NA;NA;NA
I241;Nordnes, Bergen harbour;60,40077; 5,303955;2005;20051207;NA;NIVA; 2410;2;MYTI EDU;NA;NA;60;24; 36; 5;18; 96;B; 20;40;57;47,20; 4,60;NA;NA;NA;NA;124,20;NA;E;NA;NA;NA;NA;NA
I241;Nordnes, Bergen harbour;60,40077; 5,303955;2005;20051207;NA;NIVA; 2410;3;MYTI EDU;NA;NA;60;24; 36; 5;18; 96;B; 20;46;59;51,10; 3,80;NA;NA;NA;NA;147,00;NA;E;NA;NA;NA;NA;NA
I242;NA;NA;NA;2005;20051206;NA;NIVA; 2420;1;MYTI EDU;NA;NA;60;23;694; 5;16; 14;B; 20;44;56;50,70; 3,60;NA;NA;NA;NA;134,50;NA;E;NA;NA;NA;NA;NA
I242;NA;NA;NA;2005;20051206;NA;NIVA; 2420;2;MYTI EDU;NA;NA;60;23;694; 5;16; 14;B; 20;45;60;51,60; 4,00;NA;NA;NA;NA;142,00;NA;E;NA;NA;NA;NA;NA
I242;NA;NA;NA;2005;20051206;NA;NIVA; 2420;3;MYTI EDU;NA;NA;60;23;694; 5;16; 14;B; 20;44;60;49,70; 3,50;NA;NA;NA;NA;141,80;NA;E;NA;NA;NA;NA;NA
I243;NA;NA;NA;2005;20051208;NA;NIVA; 2430;1;MYTI EDU;NA;NA;60;24;918; 5;18;288;B; 20;44;60;51,90; 4,30;NA;NA;NA;NA;143,60;NA;E;NA;NA;NA;NA;NA
I243;NA;NA;NA;2005;20051208;NA;NIVA; 2430;2;MYTI EDU;NA;NA;60;24;918; 5;18;288;B; 20;46;60;53,00; 4,90;NA;NA;NA;NA;147,70;NA;E;NA;NA;NA;NA;NA
I243;NA;NA;NA;2005;20051208;NA;NIVA; 2430;3;MYTI EDU;NA;NA;60;24;918; 5;18;288;B; 20;44;60;51,00; 4,80;NA;NA;NA;NA;151,90;NA;E;NA;NA;NA;NA;NA
I301;Akershuskaia, Inner Oslofjord;59,90533;10,736333;2005;20050913;NA;NIVA; 3010;1;MYTI EDU;NA;NA;59;54;318;10;44;184;B; 20;35;49;42,90; 4,00;NA;NA;NA;NA; 47,07;NA;E;NA;NA;NA;NA;NA
I301;Akershuskaia, Inner Oslofjord;59,90533;10,736333;2005;20050913;NA;NIVA; 3010;2;MYTI EDU;NA;NA;59;54;318;10;44;184;B; 20;35;48;41,90; 3,70;NA;NA;NA;NA; 44,06;NA;E;NA;NA;NA;NA;NA
I301;Akershuskaia, Inner Oslofjord;59,90533;10,736333;2005;20050913;NA;NIVA; 3010;3;MYTI EDU;NA;NA;59;54;318;10;44;184;B; 20;35;49;42,90; 4,10;NA;NA;NA;NA; 50,02;NA;E;NA;NA;NA;NA;NA
I304;Gåsøya, Inner Oslofjord;59,85133;10,589000;2005;20050913;NA;NIVA; 3040;1;MYTI EDU;NA;NA;59;51;114;10;35;298;B; 20;35;49;40,90; 4,40;NA;NA;NA;NA; 86,92;NA;E;NA;NA;NA;NA;NA
I304;Gåsøya, Inner Oslofjord;59,85133;10,589000;2005;20050913;NA;NIVA; 3040;2;MYTI EDU;NA;NA;59;51;114;10;35;298;B; 20;34;49;40,30; 4,70;NA;NA;NA;NA; 80,75;NA;E;NA;NA;NA;NA;NA
I304;Gåsøya, Inner Oslofjord;59,85133;10,589000;2005;20050913;NA;NIVA; 3040;3;MYTI EDU;NA;NA;59;51;114;10;35;298;B; 20;35;49;41,30; 4,80;NA;NA;NA;NA; 90,57;NA;E;NA;NA;NA;NA;NA
I306;Håøya, Inner Oslofjord;59,71333;10,555167;2005;20050913;NA;NIVA; 3060;1;MYTI EDU;NA;NA;59;42;798;10;33;312;B; 20;34;49;43,30; 4,20;NA;NA;NA;NA;102,50;NA;E;NA;NA;NA;NA;NA
I306;Håøya, Inner Oslofjord;59,71333;10,555167;2005;20050913;NA;NIVA; 3060;2;MYTI EDU;NA;NA;59;42;798;10;33;312;B; 20;33;49;42,50; 4,90;NA;NA;NA;NA;101,80;NA;E;NA;NA;NA;NA;NA
I306;Håøya, Inner Oslofjord;59,71333;10,555167;2005;20050913;NA;NIVA; 3060;3;MYTI EDU;NA;NA;59;42;798;10;33;312;B; 20;37;49;44,50; 3,60;NA;NA;NA;NA;111,00;NA;E;NA;NA;NA;NA;NA
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;2005;20050913;NA;NIVA; 3070;1;MYTI EDU;NA;NA;59;44;670;10;31;367;B; 20;40;49;44,90; 2,50;NA;NA;NA;NA;113,00;NA;E;NA;NA;NA;NA;NA
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;2005;20050913;NA;NIVA; 3070;2;MYTI EDU;NA;NA;59;44;670;10;31;367;B; 20;40;49;44,90; 2,40;NA;NA;NA;NA;111,80;NA;E;NA;NA;NA;NA;NA
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;2005;20050913;NA;NIVA; 3070;3;MYTI EDU;NA;NA;59;44;670;10;31;367;B; 20;40;49;44,90; 2,60;NA;NA;NA;NA;107,60;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;2005;20051012;NA;NIVA; 7120;1;MYTI EDU;NA;NA;59; 2;724; 9;42;414;B; 20;32;49;42,60; 5,50;NA;NA;NA;NA; 88,17;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;2005;20051012;NA;NIVA; 7120;2;MYTI EDU;NA;NA;59; 2;724; 9;42;414;B; 20;33;49;42,80; 5,20;NA;NA;NA;NA; 84,30;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;2005;20051012;NA;NIVA; 7120;3;MYTI EDU;NA;NA;59; 2;724; 9;42;414;B; 20;33;49;43,40; 4,80;NA;NA;NA;NA; 81,26;NA;E;NA;NA;NA;NA;NA
I713;NA;NA;NA;2005;20051012;NA;NIVA; 7130;1;MYTI EDU;NA;NA;59; 3; 22; 9;41;500;B; 20;34;46;38,20; 3,10;NA;NA;NA;NA; 29,80;NA;E;NA;NA;NA;NA;NA
I713;NA;NA;NA;2005;20051012;NA;NIVA; 7130;2;MYTI EDU;NA;NA;59; 3; 22; 9;41;500;B; 20;34;46;38,90; 3,40;NA;NA;NA;NA; 29,80;NA;E;NA;NA;NA;NA;NA
I713;NA;NA;NA;2005;20051012;NA;NIVA; 7130;3;MYTI EDU;NA;NA;59; 3; 22; 9;41;500;B; 20;33;46;38,20; 3,60;NA;NA;NA;NA; 28,20;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;2005;20050922;NA;NIVA; 9120;1;MYTI EDU;NA;NA;62;51;200; 8; 9;700;B;100;17;34;21,50; 3,60;NA;NA;NA;NA; 21,64;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;2005;20050922;NA;NIVA; 9120;2;MYTI EDU;NA;NA;62;51;200; 8; 9;700;B;100;18;37;21,50; 2,70;NA;NA;NA;NA; 21,10;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;2005;20050922;NA;NIVA; 9120;3;MYTI EDU;NA;NA;62;51;200; 8; 9;700;B;100;17;36;20,30; 2,30;NA;NA;NA;NA; 17,93;NA;E;NA;NA;NA;NA;NA
I913;NA;NA;NA;2005;20050922;NA;NIVA; 9130;1;MYTI EDU;NA;NA;62;48;590; 8;16;480;B; 20;30;49;40,60; 4,20;NA;NA;NA;NA; 35,21;NA;E;NA;NA;NA;NA;NA
I913;NA;NA;NA;2005;20050922;NA;NIVA; 9130;2;MYTI EDU;NA;NA;62;48;590; 8;16;480;B; 20;34;48;41,00; 3,80;NA;NA;NA;NA; 32,81;NA;E;NA;NA;NA;NA;NA
I913;NA;NA;NA;2005;20050922;NA;NIVA; 9130;3;MYTI EDU;NA;NA;62;48;590; 8;16;480;B; 20;34;49;41,30; 4,00;NA;NA;NA;NA; 35,58;NA;E;NA;NA;NA;NA;NA
I915;NA;NA;NA;2005;20050918;NA;NIVA; 9150;1;MYTI EDU;NA;NA;62;45;483; 8;26;391;B; 20;32;49;39,10; 4,50;NA;NA;NA;NA; 36,20;NA;E;NA;NA;NA;NA;NA
I915;NA;NA;NA;2005;20050918;NA;NIVA; 9150;2;MYTI EDU;NA;NA;62;45;483; 8;26;391;B; 20;32;47;38,80; 4,30;NA;NA;NA;NA; 36,98;NA;E;NA;NA;NA;NA;NA
I915;NA;NA;NA;2005;20050918;NA;NIVA; 9150;3;MYTI EDU;NA;NA;62;45;483; 8;26;391;B; 20;32;46;38,50; 4,20;NA;NA;NA;NA; 39,67;NA;E;NA;NA;NA;NA;NA
I916;NA;NA;NA;2005;20050918;NA;NIVA; 9160;1;MYTI EDU;NA;NA;62;41; 46; 8;33;114;B; 17;36;71;56,90;11,20;NA;NA;NA;NA;137,10;NA;E;NA;NA;NA;NA;NA
