jmpst;Station_name;Lat_fixed;Long_fixed;myear;sdate;stime;rlabo;seqno;subno;speci;latitude;longitude;latdg;latmi;latmf;londg;lonmi;lonmf;inorb;noinp;lnmin;lnmax;lnmea;lnstd;wtmin;wtmax;wtmea;wtstd;shlwtx;tiswtx;qeorw;cmnt1.x;cmnt2.x;cmnt3.x;cmnt4.x;cmnt5.x
I243;NA;NA;NA;2000;20001005;NA;NIVA; 2430;2;MYTI EDU;NA;NA;60;24; 90; 5;18; 50;B; 20;33;47;38,90; 3,70;NA;NA;NA;NA; 49,70;NA;E;NA;NA;NA;NA;NA
I243;NA;NA;NA;2000;20001005;NA;NIVA; 2430;3;MYTI EDU;NA;NA;60;24; 90; 5;18; 50;B; 20;36;43;39,30; 1,90;NA;NA;NA;NA; 51,10;NA;E;NA;NA;NA;NA;NA
I301;Akershuskaia, Inner Oslofjord;59,90533;10,736333;2000;20000925;NA;NIVA; 3010;1;MYTI EDU;NA;NA;59;54; 23;10;45; 47;B; 20;34;48;41,60; 3,80;NA;NA;NA;NA; 46,43;NA;E;NA;NA;NA;NA;NA
I301;Akershuskaia, Inner Oslofjord;59,90533;10,736333;2000;20000925;NA;NIVA; 3010;2;MYTI EDU;NA;NA;59;54; 23;10;45; 47;B; 20;36;49;42,00; 3,70;NA;NA;NA;NA; 48,24;NA;E;NA;NA;NA;NA;NA
I301;Akershuskaia, Inner Oslofjord;59,90533;10,736333;2000;20000925;NA;NIVA; 3010;3;MYTI EDU;NA;NA;59;54; 23;10;45; 47;B; 20;38;49;42,60; 3,30;NA;NA;NA;NA; 48,25;NA;E;NA;NA;NA;NA;NA
I304;Gåsøya, Inner Oslofjord;59,85133;10,589000;2000;20000925;NA;NIVA; 3040;1;MYTI EDU;NA;NA;59;51; 11;10;35; 51;B; 20;32;47;38,80; 4,10;NA;NA;NA;NA; 70,78;NA;E;NA;NA;NA;NA;NA
I304;Gåsøya, Inner Oslofjord;59,85133;10,589000;2000;20000925;NA;NIVA; 3040;2;MYTI EDU;NA;NA;59;51; 11;10;35; 51;B; 20;32;49;38,90; 4,40;NA;NA;NA;NA; 73,58;NA;E;NA;NA;NA;NA;NA
I304;Gåsøya, Inner Oslofjord;59,85133;10,589000;2000;20000925;NA;NIVA; 3040;3;MYTI EDU;NA;NA;59;51; 11;10;35; 51;B; 20;33;46;39,30; 3,40;NA;NA;NA;NA; 72,26;NA;E;NA;NA;NA;NA;NA
I306;Håøya, Inner Oslofjord;59,71333;10,555167;2000;20000925;NA;NIVA; 3060;1;MYTI EDU;NA;NA;59;42; 69;10;33; 35;B; 20;34;49;42,50; 4,20;NA;NA;NA;NA; 85,48;NA;E;NA;NA;NA;NA;NA
I306;Håøya, Inner Oslofjord;59,71333;10,555167;2000;20000925;NA;NIVA; 3060;2;MYTI EDU;NA;NA;59;42; 69;10;33; 35;B; 20;35;49;42,40; 4,20;NA;NA;NA;NA; 93,22;NA;E;NA;NA;NA;NA;NA
I306;Håøya, Inner Oslofjord;59,71333;10,555167;2000;20000925;NA;NIVA; 3060;3;MYTI EDU;NA;NA;59;42; 69;10;33; 35;B; 20;35;48;42,40; 4,10;NA;NA;NA;NA; 87,80;NA;E;NA;NA;NA;NA;NA
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;2000;20000925;NA;NIVA; 3070;1;MYTI EDU;NA;NA;59;44; 70;10;31; 40;B; 20;32;43;37,20; 3,30;NA;NA;NA;NA; 41,17;NA;E;NA;NA;NA;NA;NA
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;2000;20000925;NA;NIVA; 3070;2;MYTI EDU;NA;NA;59;44; 70;10;31; 40;B; 20;32;42;37,00; 3,10;NA;NA;NA;NA; 34,20;NA;E;NA;NA;NA;NA;NA
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;2000;20000925;NA;NIVA; 3070;3;MYTI EDU;NA;NA;59;44; 70;10;31; 40;B; 20;32;42;37,50; 3,20;NA;NA;NA;NA; 37,80;NA;E;NA;NA;NA;NA;NA
I711;NA;NA;NA;2000;20001025;NA;NIVA; 7110;1;MYTI EDU;NA;NA;59; 3; 15; 9;40; 70;B; 20;37;48;43,10; 3,90;NA;NA;NA;NA; 46,69;NA;E;NA;NA;NA;NA;NA
I711;NA;NA;NA;2000;20001025;NA;NIVA; 7110;2;MYTI EDU;NA;NA;59; 3; 15; 9;40; 70;B; 20;36;49;42,90; 4,20;NA;NA;NA;NA; 47,22;NA;E;NA;NA;NA;NA;NA
I711;NA;NA;NA;2000;20001025;NA;NIVA; 7110;3;MYTI EDU;NA;NA;59; 3; 15; 9;40; 70;B; 20;33;48;42,60; 4,40;NA;NA;NA;NA; 49,03;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;2000;20001025;NA;NIVA; 7120;1;MYTI EDU;NA;NA;59; 2; 75; 9;42; 47;B; 20;34;49;41,90; 4,30;NA;NA;NA;NA; 51,89;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;2000;20001025;NA;NIVA; 7120;2;MYTI EDU;NA;NA;59; 2; 75; 9;42; 47;B; 20;35;49;42,30; 3,80;NA;NA;NA;NA; 54,50;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;2000;20001025;NA;NIVA; 7120;3;MYTI EDU;NA;NA;59; 2; 75; 9;42; 47;B; 20;32;49;41,40; 4,50;NA;NA;NA;NA; 48,52;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;2000;20001118;NA;NIVA; 9120;1;MYTI EDU;NA;NA;62;51; 20; 8; 9; 70;B; 50;25;39;31,90; 3,60;NA;NA;NA;NA; 56,33;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;2000;20001118;NA;NIVA; 9120;2;MYTI EDU;NA;NA;62;51; 20; 8; 9; 70;B; 50;26;39;31,90; 3,30;NA;NA;NA;NA; 57,67;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;2000;20001118;NA;NIVA; 9120;3;MYTI EDU;NA;NA;62;51; 20; 8; 9; 70;B; 50;25;39;30,90; 3,90;NA;NA;NA;NA; 50,38;NA;E;NA;NA;NA;NA;NA
I913;NA;NA;NA;2000;20001118;NA;NIVA; 9130;1;MYTI EDU;NA;NA;62;48; 59; 8;16; 48;B; 50;24;37;29,20; 3,20;NA;NA;NA;NA; 39,92;NA;E;NA;NA;NA;NA;NA
I913;NA;NA;NA;2000;20001118;NA;NIVA; 9130;2;MYTI EDU;NA;NA;62;48; 59; 8;16; 48;B; 50;24;37;29,30; 3,00;NA;NA;NA;NA; 39,12;NA;E;NA;NA;NA;NA;NA
I913;NA;NA;NA;2000;20001118;NA;NIVA; 9130;3;MYTI EDU;NA;NA;62;48; 59; 8;16; 48;B; 50;25;38;28,70; 3,30;NA;NA;NA;NA; 38,31;NA;E;NA;NA;NA;NA;NA
I022;NA;NA;NA;2000;20001002;NA;NIVA; 9220;1;MYTI EDU;NA;NA;59; 6; 20;10;57; 90;B; 20;38;49;44,10; 3,60;NA;NA;NA;NA; 90,62;NA;E;NA;NA;NA;NA;NA
I022;NA;NA;NA;2000;20001002;NA;NIVA; 9220;2;MYTI EDU;NA;NA;59; 6; 20;10;57; 90;B; 20;35;49;43,40; 4,20;NA;NA;NA;NA; 86,45;NA;E;NA;NA;NA;NA;NA
I022;NA;NA;NA;2000;20001002;NA;NIVA; 9220;3;MYTI EDU;NA;NA;59; 6; 20;10;57; 90;B; 20;30;49;42,40; 5,10;NA;NA;NA;NA; 78,99;NA;E;NA;NA;NA;NA;NA
I969;Bjørnbærviken, Inner Ranfjord;66,28022;14,034900;2000;20001220;NA;NIVA; 9690;1;MYTI EDU;NA;NA;66;16; 79;14; 2; 13;B; 20;47;69;57,70; 6,70;NA;NA;NA;NA;325,60;NA;E;NA;NA;NA;NA;NA
I969;Bjørnbærviken, Inner Ranfjord;66,28022;14,034900;2000;20001220;NA;NIVA; 9690;2;MYTI EDU;NA;NA;66;16; 79;14; 2; 13;B; 20;46;68;57,80; 6,80;NA;NA;NA;NA;303,90;NA;E;NA;NA;NA;NA;NA
I969;Bjørnbærviken, Inner Ranfjord;66,28022;14,034900;2000;20001220;NA;NIVA; 9690;3;MYTI EDU;NA;NA;66;16; 79;14; 2; 13;B; 20;43;70;57,60; 7,70;NA;NA;NA;NA;271,67;NA;E;NA;NA;NA;NA;NA
B2;NA;NA;NA;2000;20001011;NA;NIVA;10002;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. B2-1;NA;NA;NA;NA
B2;NA;NA;NA;2000;20001011;NA;NIVA;10002;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. B2-2;NA;NA;NA;NA
B2;NA;NA;NA;2000;20001011;NA;NIVA;10002;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. B2-3;NA;NA;NA;NA
B3;NA;NA;NA;2000;20001011;NA;NIVA;10003;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. B3-1;NA;NA;NA;NA
B3;NA;NA;NA;2000;20001011;NA;NIVA;10003;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. B3-2;NA;NA;NA;NA
B3;NA;NA;NA;2000;20001011;NA;NIVA;10003;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. B3-3;NA;NA;NA;NA
B4;NA;NA;NA;2000;20001011;NA;NIVA;10004;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. B4-1;NA;NA;NA;NA
B4;NA;NA;NA;2000;20001011;NA;NIVA;10004;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. B4-2;NA;NA;NA;NA
B4;NA;NA;NA;2000;20001011;NA;NIVA;10004;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. B4-3;NA;NA;NA;NA
B5;NA;NA;NA;2000;20001000;NA;NIVA;10005;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. 5 Lang�ya Desember 2000;NA;NA;NA;NA
B6;NA;NA;NA;2000;20001011;NA;NIVA;10006;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. B6-1;NA;NA;NA;NA
B6;NA;NA;NA;2000;20001011;NA;NIVA;10006;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. B6-2;NA;NA;NA;NA
B6;NA;NA;NA;2000;20001011;NA;NIVA;10006;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. B6-3;NA;NA;NA;NA
B7;NA;NA;NA;2000;20001011;NA;NIVA;10007;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. NY-1;NA;NA;NA;NA
B7;NA;NA;NA;2000;20001011;NA;NIVA;10007;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. NY-2;NA;NA;NA;NA
B7;NA;NA;NA;2000;20001011;NA;NIVA;10007;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. NY-3;NA;NA;NA;NA
BK;NA;NA;NA;2000;20001012;NA;NIVA;10009;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. 35A M�len 2-3 cm;NA;NA;NA;NA
BK;NA;NA;NA;2000;20001012;NA;NIVA;10009;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. 35A+F20 M�len 3-4 cm;NA;NA;NA;NA
BK;NA;NA;NA;2000;20001012;NA;NIVA;10009;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. 35A M�len 4-5 cm;NA;NA;NA;NA
51A;Byrkjenes, Inner Sørfjord;60,08429; 6,550954;2000;20001000;NA;NIVA;20001;1;MYTI EDU;NA;NA;60; 5; 10; 6;33; 10;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
52A;Eitrheimsneset, Inner Sørfjord;60,09677; 6,532933;2000;20001000;NA;NIVA;20002;1;MYTI EDU;NA;NA;60; 5; 80; 6;32; 20;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
52A;Eitrheimsneset, Inner Sørfjord;60,09677; 6,532933;2000;20001000;NA;NIVA;20003;1;MYTI EDU;NA;NA;60; 5; 80; 6;32; 20;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
B3x;NA;NA;NA;2000;20001000;NA;NIVA;20004;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
B4;NA;NA;NA;2000;20001000;NA;NIVA;20005;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
56A;Kvalnes, Mid Sørfjord;60,22050; 6,602000;2000;20001000;NA;NIVA;20006;1;MYTI EDU;NA;NA;60;13; 40; 6;36; 10;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
57A;Krossanes, Outer Sørfjord;60,38707; 6,689524;2000;20001000;NA;NIVA;20007;1;MYTI EDU;NA;NA;60;23; 20; 6;41; 20;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
10A2;Skallnes, Outer Varangerfjord;70,13728;30,341745;2001;20011104;NA;NIVA;  100;1;MYTI EDU;NA;NA;70; 8;  3;30;21;  7;B;100;20;29;24,10; 2,10;NA;NA;NA;NA; 61,73;NA;E;NA;NA;NA;NA;NA
10A2;Skallnes, Outer Varangerfjord;70,13728;30,341745;2001;20011104;NA;NIVA;  100;2;MYTI EDU;NA;NA;70; 8;  3;30;21;  7;B;100;20;29;23,70; 2,00;NA;NA;NA;NA; 58,69;NA;E;NA;NA;NA;NA;NA
10A2;Skallnes, Outer Varangerfjord;70,13728;30,341745;2001;20011104;NA;NIVA;  100;3;MYTI EDU;NA;NA;70; 8;  3;30;21;  7;B;100;20;29;23,70; 2,00;NA;NA;NA;NA; 58,90;NA;E;NA;NA;NA;NA;NA
11X;Brashavn, Outer Varangerfjord;69,89930;29,741000;2001;20011103;NA;NIVA;  110;1;MYTI EDU;NA;NA;69;53; 92;29;44; 65;B;100;20;29;24,70; 2,50;NA;NA;NA;NA; 68,95;NA;E;NA;NA;NA;NA;NA
11X;Brashavn, Outer Varangerfjord;69,89930;29,741000;2001;20011103;NA;NIVA;  110;2;MYTI EDU;NA;NA;69;53; 92;29;44; 65;B;100;20;29;24,60; 2,40;NA;NA;NA;NA; 66,32;NA;E;NA;NA;NA;NA;NA
11X;Brashavn, Outer Varangerfjord;69,89930;29,741000;2001;20011103;NA;NIVA;  110;3;MYTI EDU;NA;NA;69;53; 92;29;44; 65;B;100;20;29;24,70; 2,50;NA;NA;NA;NA; 67,31;NA;E;NA;NA;NA;NA;NA
15A;Gåsøya-Ullerøya, Farsund;58,04605; 6,915900;2001;20010919;NA;NIVA;  150;1;MYTI EDU;NA;NA;58; 3;  7; 6;53; 16;B;100;20;29;25,50; 2,50;NA;NA;NA;NA; 55,57;NA;E;NA;NA;NA;NA;NA
15A;Gåsøya-Ullerøya, Farsund;58,04605; 6,915900;2001;20010919;NA;NIVA;  150;2;MYTI EDU;NA;NA;58; 3;  7; 6;53; 16;B; 50;30;39;34,50; 2,90;NA;NA;NA;NA; 63,11;NA;E;NA;NA;NA;NA;NA
15A;Gåsøya-Ullerøya, Farsund;58,04605; 6,915900;2001;20010919;NA;NIVA;  150;3;MYTI EDU;NA;NA;58; 3;  7; 6;53; 16;B; 50;40;49;42,60; 2,00;NA;NA;NA;NA;104,72;NA;E;NA;NA;NA;NA;NA
I021;NA;NA;NA;2001;20010921;NA;NIVA;  210;1;MYTI EDU;NA;NA;59; 7; 79;10;57; 11;B; 20;34;49;43,40; 4,20;NA;NA;NA;NA; 72,00;NA;E;NA;NA;NA;NA;NA
I021;NA;NA;NA;2001;20010921;NA;NIVA;  210;2;MYTI EDU;NA;NA;59; 7; 79;10;57; 11;B; 20;34;49;43,70; 4,20;NA;NA;NA;NA; 72,08;NA;E;NA;NA;NA;NA;NA
I021;NA;NA;NA;2001;20010921;NA;NIVA;  210;3;MYTI EDU;NA;NA;59; 7; 79;10;57; 11;B; 20;36;49;43,40; 4,20;NA;NA;NA;NA; 70,78;NA;E;NA;NA;NA;NA;NA
22A;Espevær, Outer Bømlafjord;59,58711; 5,152030;2001;20011016;NA;NIVA;  220;1;MYTI EDU;NA;NA;59;35; 20; 5; 8; 50;B;100;20;29;25,00; 2,70;NA;NA;NA;NA; 55,06;NA;E;NA;NA;NA;NA;NA
22A;Espevær, Outer Bømlafjord;59,58711; 5,152030;2001;20011016;NA;NIVA;  220;2;MYTI EDU;NA;NA;59;35; 20; 5; 8; 50;B; 50;30;39;34,20; 2,10;NA;NA;NA;NA; 57,41;NA;E;NA;NA;NA;NA;NA
22A;Espevær, Outer Bømlafjord;59,58711; 5,152030;2001;20011016;NA;NIVA;  220;3;MYTI EDU;NA;NA;59;35; 20; 5; 8; 50;B; 50;40;49;44,00; 3,00;NA;NA;NA;NA;113,96;NA;E;NA;NA;NA;NA;NA
I023;Singlekalven, Hvaler;59,09511;11,136779;2001;20010921;NA;NIVA;  230;1;MYTI EDU;NA;NA;59; 5; 70;11; 8; 20;B; 20;30;49;34,30; 5,50;NA;NA;NA;NA; 24,33;NA;E;NA;NA;NA;NA;NA
I023;Singlekalven, Hvaler;59,09511;11,136779;2001;20010921;NA;NIVA;  230;2;MYTI EDU;NA;NA;59; 5; 70;11; 8; 20;B; 20;30;46;34,60; 3,90;NA;NA;NA;NA; 34,14;NA;E;NA;NA;NA;NA;NA
I023;Singlekalven, Hvaler;59,09511;11,136779;2001;20010921;NA;NIVA;  230;3;MYTI EDU;NA;NA;59; 5; 70;11; 8; 20;B; 20;30;47;35,10; 5,00;NA;NA;NA;NA; 35,33;NA;E;NA;NA;NA;NA;NA
I024;Kirkøy, Hvaler;59,07905;10,987336;2001;20010921;NA;NIVA;  240;1;MYTI EDU;NA;NA;59; 4; 90;10;59; 20;B; 20;28;49;40,80; 6,70;NA;NA;NA;NA; 86,89;NA;E;NA;NA;NA;NA;NA
I024;Kirkøy, Hvaler;59,07905;10,987336;2001;20010921;NA;NIVA;  240;2;MYTI EDU;NA;NA;59; 4; 90;10;59; 20;B; 20;27;49;41,20; 6,40;NA;NA;NA;NA; 82,97;NA;E;NA;NA;NA;NA;NA
I024;Kirkøy, Hvaler;59,07905;10,987336;2001;20010921;NA;NIVA;  240;3;MYTI EDU;NA;NA;59; 4; 90;10;59; 20;B; 20;28;49;42,50; 5,60;NA;NA;NA;NA; 89,89;NA;E;NA;NA;NA;NA;NA
30A;Gressholmen, Inner Oslofjord;59,88362;10,711000;2001;20011002;NA;NIVA;  300;1;MYTI EDU;NA;NA;59;52; 75;10;43;  0;B;100;21;29;26,60; 2,10;NA;NA;NA;NA; 90,13;NA;E;NA;NA;NA;NA;NA
30A;Gressholmen, Inner Oslofjord;59,88362;10,711000;2001;20011002;NA;NIVA;  300;2;MYTI EDU;NA;NA;59;52; 75;10;43;  0;B; 50;30;39;34,50; 2,70;NA;NA;NA;NA; 95,43;NA;E;NA;NA;NA;NA;NA
30A;Gressholmen, Inner Oslofjord;59,88362;10,711000;2001;20011002;NA;NIVA;  300;3;MYTI EDU;NA;NA;59;52; 75;10;43;  0;B; 50;40;49;44,00; 2,90;NA;NA;NA;NA;188,66;NA;E;NA;NA;NA;NA;NA
31A;Solbergstrand, Mid Oslofjord;59,61550;10,651500;2001;20011004;NA;NIVA;  310;1;MYTI EDU;NA;NA;59;36; 90;10;39; 40;B;100;21;29;25,50; 2,30;NA;NA;NA;NA; 88,56;NA;E;NA;NA;NA;NA;NA
31A;Solbergstrand, Mid Oslofjord;59,61550;10,651500;2001;20011004;NA;NIVA;  310;2;MYTI EDU;NA;NA;59;36; 90;10;39; 40;B; 50;30;39;34,80; 3,20;NA;NA;NA;NA;102,02;NA;E;NA;NA;NA;NA;NA
31A;Solbergstrand, Mid Oslofjord;59,61550;10,651500;2001;20011004;NA;NIVA;  310;3;MYTI EDU;NA;NA;59;36; 90;10;39; 40;B; 50;40;49;44,30; 3,00;NA;NA;NA;NA;216,96;NA;E;NA;NA;NA;NA;NA
35A;Mølen, Mid Oslofjord;59,48359;10,494990;2001;20011012;NA;NIVA;  350;1;MYTI EDU;NA;NA;59;29; 20;10;30; 10;B; 49;20;29;25,80; 4,40;NA;NA;NA;NA; 39,17;NA;E;NA;NA;NA;NA;NA
35A;Mølen, Mid Oslofjord;59,48359;10,494990;2001;20011012;NA;NIVA;  350;2;MYTI EDU;NA;NA;59;29; 20;10;30; 10;B; 50;30;37;33,00; 2,20;NA;NA;NA;NA; 71,31;NA;E;NA;NA;NA;NA;NA
35A;Mølen, Mid Oslofjord;59,48359;10,494990;2001;20011012;NA;NIVA;  350;3;MYTI EDU;NA;NA;59;29; 20;10;30; 10;B; 50;38;49;41,40; 2,80;NA;NA;NA;NA;134,83;NA;E;Skjell p� 38mm og 39mm er alle i gruppe med 40mm, dvs 35;skjell p� 40mm. Snittverdien er derfor lavere enn 41,4g;NA;NA;NA
36A;Færder, Outer Oslofjord;59,02740;10,525000;2001;20011025;NA;NIVA;  360;1;MYTI EDU;NA;NA;59; 1; 60;10;31; 70;B; 50;21;29;25,10; 2,30;NA;NA;NA;NA; 62,35;NA;E;Frozen directly , undepurated;NA;NA;NA;NA
36A;Færder, Outer Oslofjord;59,02740;10,525000;2001;20011025;NA;NIVA;  360;2;MYTI EDU;NA;NA;59; 1; 60;10;31; 70;B; 50;30;39;34,40; 2,80;NA;NA;NA;NA;153,57;NA;E;Frozen directly , undepurated;NA;NA;NA;NA
36A;Færder, Outer Oslofjord;59,02740;10,525000;2001;20011025;NA;NIVA;  360;3;MYTI EDU;NA;NA;59; 1; 60;10;31; 70;B; 50;40;49;44,10; 3,00;NA;NA;NA;NA;287,30;NA;E;Frozen direcly, undepurated;NA;NA;NA;NA
51A;Byrkjenes, Inner Sørfjord;60,08429; 6,550954;2001;20011008;NA;NIVA;  510;1;MYTI EDU;NA;NA;60; 5; 10; 6;33; 10;B; 20;30;46;38,10; 4,40;NA;NA;NA;NA; 32,79;NA;E;NA;NA;NA;NA;NA
51A;Byrkjenes, Inner Sørfjord;60,08429; 6,550954;2001;20011008;NA;NIVA;  510;2;MYTI EDU;NA;NA;60; 5; 10; 6;33; 10;B; 20;32;47;38,40; 4,30;NA;NA;NA;NA; 31,69;NA;E;NA;NA;NA;NA;NA
51A;Byrkjenes, Inner Sørfjord;60,08429; 6,550954;2001;20011008;NA;NIVA;  510;3;MYTI EDU;NA;NA;60; 5; 10; 6;33; 10;B; 20;32;48;38,50; 4,50;NA;NA;NA;NA; 31,38;NA;E;NA;NA;NA;NA;NA
52A;Eitrheimsneset, Inner Sørfjord;60,09677; 6,532933;2001;20011008;NA;NIVA;  520;1;MYTI EDU;NA;NA;60; 5; 80; 6;32; 20;B;100;20;29;24,90; 2,00;NA;NA;NA;NA; 29,95;NA;E;NA;NA;NA;NA;NA
52A;Eitrheimsneset, Inner Sørfjord;60,09677; 6,532933;2001;20011008;NA;NIVA;  520;2;MYTI EDU;NA;NA;60; 5; 80; 6;32; 20;B; 50;30;39;34,10; 3,20;NA;NA;NA;NA; 57,28;NA;E;NA;NA;NA;NA;NA
52A;Eitrheimsneset, Inner Sørfjord;60,09677; 6,532933;2001;20011008;NA;NIVA;  520;3;MYTI EDU;NA;NA;60; 5; 80; 6;32; 20;B; 50;40;49;44,90; 3,00;NA;NA;NA;NA;143,12;NA;E;NA;NA;NA;NA;NA
56A;Kvalnes, Mid Sørfjord;60,22050; 6,602000;2001;20011008;NA;NIVA;  560;1;MYTI EDU;NA;NA;60;13; 40; 6;36; 10;B; 99;20;29;24,90; 2,60;NA;NA;NA;NA; 72,61;NA;E;NA;NA;NA;NA;NA
56A;Kvalnes, Mid Sørfjord;60,22050; 6,602000;2001;20011008;NA;NIVA;  560;2;MYTI EDU;NA;NA;60;13; 40; 6;36; 10;B; 50;30;39;34,80; 2,50;NA;NA;NA;NA; 97,48;NA;E;NA;NA;NA;NA;NA
56A;Kvalnes, Mid Sørfjord;60,22050; 6,602000;2001;20011008;NA;NIVA;  560;3;MYTI EDU;NA;NA;60;13; 40; 6;36; 10;B; 50;40;49;42,10; 2,10;NA;NA;NA;NA;150,40;NA;E;NA;NA;NA;NA;NA
57A;Krossanes, Outer Sørfjord;60,38707; 6,689524;2001;20011008;NA;NIVA;  570;1;MYTI EDU;NA;NA;60;23; 20; 6;41; 20;B;100;20;29;25,30; 2,60;NA;NA;NA;NA; 87,28;NA;E;NA;NA;NA;NA;NA
57A;Krossanes, Outer Sørfjord;60,38707; 6,689524;2001;20011008;NA;NIVA;  570;2;MYTI EDU;NA;NA;60;23; 20; 6;41; 20;B; 50;30;39;34,60; 2,80;NA;NA;NA;NA;101,24;NA;E;NA;NA;NA;NA;NA
57A;Krossanes, Outer Sørfjord;60,38707; 6,689524;2001;20011008;NA;NIVA;  570;3;MYTI EDU;NA;NA;60;23; 20; 6;41; 20;B; 54;40;49;43,30; 2,70;NA;NA;NA;NA;146,09;NA;E;NA;NA;NA;NA;NA
63A;Ranaskjer, Ålvik, Hardangerfjord;60,42096; 6,405020;2001;20011011;NA;NIVA;  630;1;MYTI EDU;NA;NA;60;25; 10; 6;24; 50;B;100;20;29;25,80; 2,40;NA;NA;NA;NA; 90,20;NA;E;NA;NA;NA;NA;NA
63A;Ranaskjer, Ålvik, Hardangerfjord;60,42096; 6,405020;2001;20011011;NA;NIVA;  630;2;MYTI EDU;NA;NA;60;25; 10; 6;24; 50;B; 50;30;39;34,60; 2,60;NA;NA;NA;NA; 95,32;NA;E;NA;NA;NA;NA;NA
